PlayerComplete 6080,PlayersDbPedia 4137,false
PlayerComplete 6100,PlayersDbPedia 3283,true
PlayerComplete 6246,PlayersDbPedia 1008,true
PlayerComplete 6497,PlayersDbPedia 1113,true
PlayerComplete 6498,PlayersDbPedia 4434,false
PlayerComplete 7045,PlayersDbPedia 1624,false
PlayerComplete 7129,PlayersDbPedia 1854,true
PlayerComplete 7372,PlayersDbPedia 3841,true
PlayerComplete 7622,PlayersDbPedia 1723,true
PlayerComplete 7744,PlayersDbPedia 1633,true
PlayerComplete 7958,PlayersDbPedia 1306,false
PlayerComplete 8226,PlayersDbPedia 1854,false
PlayerComplete 8242,PlayersDbPedia 3036,true
PlayerComplete 8305,PlayersDbPedia 1601,true
PlayerComplete 8381,PlayersDbPedia 1008,true
PlayerComplete 8482,PlayersDbPedia 1547,false
PlayerComplete 8527,PlayersDbPedia 2049,false
PlayerComplete 8535,PlayersDbPedia 1635,false
PlayerComplete 8683,PlayersDbPedia 3766,true
PlayerComplete 8901,PlayersDbPedia 1301,false
PlayerComplete 9003,PlayersDbPedia 4018,false
PlayerComplete 9189,PlayersDbPedia 4554,false
PlayerComplete 9264,PlayersDbPedia 4238,true
PlayerComplete 9271,PlayersDbPedia 2609,true
PlayerComplete 9324,PlayersDbPedia 1080,true
PlayerComplete 9430,PlayersDbPedia 1849,false
PlayerComplete 9506,PlayersDbPedia 2454,true
PlayerComplete 9553,PlayersDbPedia 3760,true
PlayerComplete 9577,PlayersDbPedia 1352,true
PlayerComplete 9725,PlayersDbPedia 4138,false
PlayerComplete_10057,newplayerTeamData_1453,false
PlayerComplete_1006,newplayerTeamData_1621,true
PlayerComplete_1010,newplayerTeamData_1635,true
PlayerComplete_10116,newplayerTeamData_1289,false
PlayerComplete_10120,newplayerTeamData_1277,true
PlayerComplete_1018,newplayerTeamData_1125,false
PlayerComplete_1021,newplayerTeamData_1454,false
PlayerComplete_1022,newplayerTeamData_1630,true
PlayerComplete_1027,newplayerTeamData_1425,false
PlayerComplete_1030,newplayerTeamData_1630,false
PlayerComplete_1035,newplayerTeamData_1235,true
PlayerComplete_10383,ewplayerTeamData_1625,false
PlayerComplete_1052,newplayerTeamData_1265,true
PlayerComplete_10538,newplayerTeamData_1191,true
PlayerComplete_10548,newplayerTeamData_1193,false
PlayerComplete_10585,newplayerTeamData_1466,false
PlayerComplete_1061,newplayerTeamData_1059,false
PlayerComplete_10760,newplayerTeamData_1171,false
PlayerComplete_1078,newplayerTeamData_1274,true
PlayerComplete_10799,newplayerTeamData_1694,true
PlayerComplete_10818,newplayerTeamData_1474,false
PlayerComplete_1090,newplayerTeamData_1049,true
PlayerComplete_10912,newplayerTeamData_1229,false
PlayerComplete_1096,newplayerTeamData_1226,true
PlayerComplete_1098,newplayerTeamData_1622,true
PlayerComplete_11027,newplayerTeamData_1371,false
PlayerComplete_11058,newplayerTeamData_1700,true
PlayerComplete_1115,newplayerTeamData_1258,true
PlayerComplete_11227,newplayerTeamData_1144,false
PlayerComplete_1123,newplayerTeamData_1221,true
PlayerComplete_11319,newplayerTeamData_1209,true
PlayerComplete_1132,newplayerTeamData_1237,true
PlayerComplete_11402,newplayerTeamData_1389,false
PlayerComplete_1154,newplayerTeamData_1016,true
PlayerComplete_11635,newplayerTeamData_1658,false
PlayerComplete_11815,newplayerTeamData_1209,true
PlayerComplete_11834,newplayerTeamData_1639,false
Playerxlsx_10052,newplayerTeamData_1088,true
Playerxlsx_10118,newplayerTeamData_1629,true
Playerxlsx_10119,newplayerTeamData_1629,false
Playerxlsx_10171,newplayerTeamData_1687,true
Playerxlsx_10442,newplayerTeamData_1234,true
Playerxlsx_1060,newplayerTeamData_1099,true
Playerxlsx_1060,newplayerTeamData_1186,true
Playerxlsx_10668,newplayerTeamData_1625,true
Playerxlsx_10732,newplayerTeamData_1330,true
Playerxlsx_10744,newplayerTeamData_1691,true
Playerxlsx_11120,newplayerTeamData_1332,true
Playerxlsx_11166,newplayerTeamData_1630,true
Playerxlsx_11172,newplayerTeamData_1070,true
Playerxlsx_11175,newplayerTeamData_1630,false
Playerxlsx_11876,newplayerTeamData_1667,true
Playerxlsx_11881,newplayerTeamData_1056,false
Playerxlsx_11910,newplayerTeamData_1131,true
Playerxlsx_11927,newplayerTeamData_1692,true
Playerxlsx_11952,newplayerTeamData_1400,true
Playerxlsx_11969,newplayerTeamData_1586,true
Playerxlsx_1509,newplayerTeamData_1379,false
Playerxlsx_1510,newplayerTeamData_1379,false
Playerxlsx_1516,newplayerTeamData_1555,false
Playerxlsx_2245,newplayerTeamData_1516,true
Playerxlsx_2245,newplayerTeamData_1527,true
Playerxlsx_2273,newplayerTeamData_1283,true
Playerxlsx_2417,newplayerTeamData_1521,true
Playerxlsx_2465,newplayerTeamData_1124,true
Playerxlsx_2593,newplayerTeamData_1073,true
Playerxlsx_2595,newplayerTeamData_1084,true
